"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"13","NCEA Level 3","Tasman","2023","1","0.078","0.072","0.217","0.224","0.705","0.705","19","17","53","53","172","167","244","237","357",""
"13","NCEA Level 3","Tasman","2024","1","0.085","0.085","0.246","0.247","0.669","0.668","23","23","67","67","182","181","272","271","366",""
"13","NCEA Level 3","Waikato","2015","1","0.133","0.134","0.25","0.253","0.617","0.614","343","339","646","641","1595","1558","2584","2538","4309",""
"13","NCEA Level 3","Waikato","2016","1","0.136","0.136","0.25","0.254","0.614","0.61","363","356","670","663","1644","1591","2677","2610","4213",""
"13","NCEA Level 3","Waikato","2017","1","0.152","0.153","0.259","0.263","0.589","0.585","406","398","692","685","1572","1524","2670","2607","4184",""
"13","NCEA Level 3","Waikato","2018","1","0.144","0.144","0.259","0.263","0.597","0.593","390","379","700","691","1616","1558","2706","2628","4214",""
"13","NCEA Level 3","Waikato","2019","1","0.143","0.141","0.229","0.233","0.627","0.626","385","368","615","606","1683","1629","2683","2603","4047",""
"13","NCEA Level 3","Waikato","2020","1","0.153","0.15","0.237","0.237","0.61","0.613","444","423","689","669","1775","1728","2908","2820","4116",""
"13","NCEA Level 3","Waikato","2021","1","0.163","0.166","0.242","0.247","0.596","0.588","484","474","719","707","1774","1683","2977","2864","4194",""
"13","NCEA Level 3","Waikato","2022","1","0.14","0.141","0.234","0.241","0.626","0.619","384","372","643","636","1717","1636","2744","2644","4025",""
"13","NCEA Level 3","Waikato","2023","1","0.135","0.135","0.225","0.229","0.64","0.636","351","339","583","577","1659","1599","2593","2515","3964",""
"13","NCEA Level 3","Waikato","2024","1","0.118","0.113","0.217","0.219","0.665","0.668","337","313","618","607","1895","1849","2850","2769","4145",""
"13","NCEA Level 3","Wellington","2015","1","0.146","0.147","0.292","0.296","0.562","0.558","515","508","1025","1024","1976","1932","3516","3464","5126",""
"13","NCEA Level 3","Wellington","2016","1","0.166","0.165","0.278","0.278","0.556","0.557","601","575","1010","969","2017","1943","3628","3487","5100",""
"13","NCEA Level 3","Wellington","2017","1","0.162","0.161","0.274","0.277","0.564","0.561","614","604","1041","1039","2143","2102","3798","3745","5312",""
"13","NCEA Level 3","Wellington","2018","1","0.15","0.15","0.286","0.289","0.564","0.562","573","564","1090","1088","2147","2117","3810","3769","5192",""
"13","NCEA Level 3","Wellington","2019","1","0.154","0.153","0.277","0.28","0.569","0.568","569","557","1026","1021","2104","2074","3699","3652","5031",""
"13","NCEA Level 3","Wellington","2020","1","0.171","0.167","0.276","0.278","0.553","0.555","670","643","1079","1071","2164","2138","3913","3852","5076",""
"13","NCEA Level 3","Wellington","2021","1","0.145","0.144","0.263","0.266","0.592","0.59","585","572","1060","1055","2389","2346","4034","3973","5253",""
"13","NCEA Level 3","Wellington","2022","1","0.164","0.162","0.271","0.273","0.566","0.564","598","580","989","978","2067","2019","3654","3577","4959",""
"13","NCEA Level 3","Wellington","2023","1","0.131","0.132","0.273","0.278","0.596","0.59","484","473","1005","995","2194","2111","3683","3579","4937",""
"13","NCEA Level 3","Wellington","2024","1","0.139","0.139","0.242","0.244","0.619","0.617","566","556","988","977","2526","2468","4080","4001","5291",""
"13","NCEA Level 3","West Coast","2015","1","0.055","0.057","0.147","0.151","0.798","0.792","6","6","16","16","87","84","109","106","211",""
"13","NCEA Level 3","West Coast","2016","1","0.077","0.079","0.202","0.208","0.721","0.713","8","8","21","21","75","72","104","101","208",""
"13","NCEA Level 3","West Coast","2017","1","0.088","0.09","0.127","0.13","0.784","0.78","9","9","13","13","80","78","102","100","171",""
"13","NCEA Level 3","West Coast","2018","1","0.053","0.053","0.15","0.15","0.797","0.797","7","7","20","20","106","106","133","133","221",""
"13","NCEA Level 3","West Coast","2019","1","0.098","0.1","0.203","0.208","0.699","0.692","12","12","25","25","86","83","123","120","216",""
"13","NCEA Level 3","West Coast","2020","1","0.125","0.126","0.147","0.148","0.728","0.726","17","17","20","20","99","98","136","135","202",""
"13","NCEA Level 3","West Coast","2021","1","0.093","0.094","0.144","0.145","0.763","0.761","11","11","17","17","90","89","118","117","196",""
"13","NCEA Level 3","West Coast","2022","1","0.052","0.056","0.2","0.213","0.748","0.731","6","6","23","23","86","79","115","108","171",""
"13","NCEA Level 3","West Coast","2023","1","0.101","0.11","0.151","0.165","0.748","0.725","12","12","18","18","89","79","119","109","194",""
"13","NCEA Level 3","West Coast","2024","1","0.098","0.1","0.179","0.183","0.724","0.717","12","12","22","22","89","86","123","120","191",""
"13","University Entrance","Auckland","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","8245","8183","16405",""
"13","University Entrance","Auckland","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","8309","8219","16274",""
"13","University Entrance","Auckland","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","8703","8614","16739",""
"13","University Entrance","Auckland","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","8517","8447","16611",""
"13","University Entrance","Auckland","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","8369","8307","15937",""
"13","University Entrance","Auckland","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","9353","9274","16320",""
"13","University Entrance","Auckland","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","9671","9563","16640",""
"13","University Entrance","Auckland","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","8834","8706","16342",""
"13","University Entrance","Auckland","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","8928","8823","16489",""
"13","University Entrance","Auckland","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","9867","9788","17858",""
"13","University Entrance","Bay of Plenty","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","1325","1280","2864",""
"13","University Entrance","Bay of Plenty","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1339","1287","2811",""
"13","University Entrance","Bay of Plenty","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","1299","1259","2903",""
"13","University Entrance","Bay of Plenty","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1258","1215","2862",""
"13","University Entrance","Bay of Plenty","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1184","1140","2695",""
"13","University Entrance","Bay of Plenty","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","1405","1363","2593",""
"13","University Entrance","Bay of Plenty","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","1280","1240","2716",""
"13","University Entrance","Bay of Plenty","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","1272","1235","2721",""
"13","University Entrance","Bay of Plenty","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","1321","1271","2585",""
"13","University Entrance","Bay of Plenty","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","1389","1347","2818",""
"13","University Entrance","Canterbury","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","3137","3005","5681",""
"13","University Entrance","Canterbury","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","3208","3069","5713",""
"13","University Entrance","Canterbury","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","3261","3098","5946",""
"13","University Entrance","Canterbury","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","3173","3041","5843",""
"13","University Entrance","Canterbury","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","3155","3031","5938",""
"13","University Entrance","Canterbury","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","3397","3277","5835",""
"13","University Entrance","Canterbury","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","3260","3142","6004",""
"13","University Entrance","Canterbury","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","3315","3231","5843",""
"13","University Entrance","Canterbury","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","3106","3022","5665",""
"13","University Entrance","Canterbury","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","3438","3342","6122",""
"13","University Entrance","Gisborne","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","151","147","504",""
"13","University Entrance","Gisborne","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","164","160","543",""
"13","University Entrance","Gisborne","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","150","148","457",""
"13","University Entrance","Gisborne","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","163","162","474",""
"13","University Entrance","Gisborne","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","174","168","459",""
"13","University Entrance","Gisborne","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","192","190","443",""
"13","University Entrance","Gisborne","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","175","167","443",""
"13","University Entrance","Gisborne","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","167","166","414",""
"13","University Entrance","Gisborne","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","151","146","420",""
"13","University Entrance","Gisborne","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","170","163","450",""
"13","University Entrance","Hawke's Bay","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","925","899","1749",""
"13","University Entrance","Hawke's Bay","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","869","845","1679",""
"13","University Entrance","Hawke's Bay","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","875","837","1707",""
"13","University Entrance","Hawke's Bay","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","915","883","1761",""
"13","University Entrance","Hawke's Bay","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","894","864","1646",""
"13","University Entrance","Hawke's Bay","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","906","880","1549",""
"13","University Entrance","Hawke's Bay","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","860","831","1533",""
"13","University Entrance","Hawke's Bay","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","859","834","1598",""
"13","University Entrance","Hawke's Bay","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","740","726","1434",""
"13","University Entrance","Hawke's Bay","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","833","819","1558",""
"13","University Entrance","Manawatu-Whanganui","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","1000","952","2261",""
"13","University Entrance","Manawatu-Whanganui","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1043","988","2295",""
"13","University Entrance","Manawatu-Whanganui","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","1050","988","2309",""
"13","University Entrance","Manawatu-Whanganui","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","991","960","2251",""
"13","University Entrance","Manawatu-Whanganui","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","981","936","2169",""
"13","University Entrance","Manawatu-Whanganui","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","980","933","2083",""
"13","University Entrance","Manawatu-Whanganui","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","939","895","2195",""
"13","University Entrance","Manawatu-Whanganui","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","922","875","2005",""
"13","University Entrance","Manawatu-Whanganui","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","873","836","2067",""
"13","University Entrance","Manawatu-Whanganui","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","867","827","2085",""
"13","University Entrance","Marlborough","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","177","171","415",""
"13","University Entrance","Marlborough","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","157","155","362",""
"13","University Entrance","Marlborough","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","155","151","365",""
"13","University Entrance","Marlborough","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","120","118","319",""
"13","University Entrance","Marlborough","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","139","136","305",""
"13","University Entrance","Marlborough","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","151","150","330",""
"13","University Entrance","Marlborough","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","146","145","322",""
"13","University Entrance","Marlborough","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","111","107","284",""
"13","University Entrance","Marlborough","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","138","137","320",""
"13","University Entrance","Marlborough","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","138","135","318",""
"13","University Entrance","Nelson","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","351","348","615",""
"13","University Entrance","Nelson","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","290","288","566",""
"13","University Entrance","Nelson","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","358","352","635",""
"13","University Entrance","Nelson","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","289","289","595",""
"13","University Entrance","Nelson","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","295","294","572",""
"13","University Entrance","Nelson","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","331","331","556",""
"13","University Entrance","Nelson","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","335","335","602",""
"13","University Entrance","Nelson","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","328","326","574",""
"13","University Entrance","Nelson","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","288","285","519",""
"13","University Entrance","Nelson","2024","1","0","0","0","0","0","0","0","0","0","0","0","0","317","315","569",""
"13","University Entrance","Northland","2015","1","0","0","0","0","0","0","0","0","0","0","0","0","590","586","1466",""
"13","University Entrance","Northland","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","590","574","1498",""
"13","University Entrance","Northland","2017","1","0","0","0","0","0","0","0","0","0","0","0","0","539","523","1494",""
"13","University Entrance","Northland","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","561","558","1430",""
"13","University Entrance","Northland","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","502","500","1311",""
"13","University Entrance","Northland","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","552","547","1355",""
"13","University Entrance","Northland","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","615","610","1406",""
"13","University Entrance","Northland","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","481","477","1269",""
"13","University Entrance","Northland","2023","1","0","0","0","0","0","0","0","0","0","0","0","0","478","474","1325",""
